,HS_CODE
3376,2903890000
3377,2903911000
3378,2903919000
3379,2903921000
3380,2903922000
3381,2903930000
3382,2903940000
3383,2903991000
3384,29039920
3385,2903992010
3386,2903992090
3387,2903993000
3388,2903999000
3389,2904101000
3390,2904109000
3391,2904201000
3392,29042090
3393,2904209010
3394,2904209090
3395,2904310000
3396,2904320000
3397,2904330000
3398,2904340000
3399,2904350000
3400,2904360000
3401,2904910000
3402,2904990000
3403,2905110000
3404,2905121000
3405,29051220
3406,2905122010
3407,2905122090
3408,2905130000
3409,2905140000
3410,2905161000
3411,2905169000
3412,2905171000
3413,2905172000
3414,2905173000
3415,2905191000
3416,2905192000
3417,2905193000
3418,2905194000
3419,29051990
3420,2905199010
3421,2905199020
3422,2905199030
3423,2905199090
3424,2905221000
3425,2905229000
3426,2905290000
3427,2905310000
3428,2905320000
3429,2905391000
3430,2905392000
3431,2905399000
3432,2905410000
3433,2905420000
3434,2905430000
3435,2905440000
3436,2905450000
3437,2905490000
3438,2905510000
3439,2905590000
3440,2906110000
3441,2906120000
3442,2906131000
3443,2906132000
3444,2906191000
3445,2906192000
3446,2906199000
3447,2906210000
3448,2906291000
3449,2906292000
3450,2906293000
3451,2906299000
3452,2907111000
3453,2907112000
3454,2907121000
3455,2907122000
3456,2907131000
3457,2907132000
3458,2907139000
3459,2907151000
3460,2907152000
3461,2907191000
3462,2907192000
3463,2907199000
3464,2907211000
3465,2907212000
3466,2907221000
3467,2907222000
3468,2907231000
3469,2907232000
3470,2907291000
3471,2907299000
3472,2908110000
3473,2908191000
3474,2908192000
3475,2908193000
3476,2908199000
3477,2908910000
3478,2908920000
3479,2908991000
3480,2908992000
3481,2908993000
3482,2908994000
3483,2908999000
3484,2909110000
3485,2909191000
3486,2909192000
3487,2909199000
3488,2909200000
3489,2909301000
3490,2909302000
3491,2909303000
3492,2909304000
3493,2909305000
3494,29093090
3495,2909309010
3496,2909309090
3497,2909410000
3498,2909430000
3499,2909441000
3500,2909449000
3501,2909491000
3502,2909499000
3503,2909501000
3504,2909502000
3505,2909503000
3506,2909509000
3507,2909601000
3508,2909602000
3509,2909603000
3510,2909609000
3511,2910100000
3512,2910200000
3513,2910300000
3514,2910400000
3515,2910500000
3516,2910900000
3517,29110010
3518,2911001010
3519,2911001020
3520,2911009000
3521,2912110000
3522,2912120000
3523,2912191000
3524,2912192000
3525,2912193000
3526,2912199000
3527,2912210000
3528,2912292000
3529,2912293000
3530,2912294000
3531,2912295000
3532,2912299000
3533,2912410000
3534,2912420000
3535,2912491000
3536,2912499000
3537,2912501000
3538,2912503000
3539,2912509000
3540,2912600000
3541,2913000000
3542,2914110000
3543,2914120000
3544,2914130000
3545,2914191000
3546,2914199000
3547,2914221000
3548,2914222000
3549,2914231000
3550,2914232000
3551,2914291000
3552,2914299000
3553,2914310000
3554,2914390000
3555,2914401000
3556,2914409000
3557,2914501000
3558,2914509000
3559,2914610000
3560,2914620000
3561,2914691000
3562,29146990
3563,2914699010
3564,2914699090
3565,2914710000
3566,2914791000
3567,2914799000
3568,2915110000
3569,2915121000
3570,2915122000
3571,2915129000
3572,2915131000
3573,2915132000
3574,2915139000
3575,2915210000
3576,2915240000
3577,2915291000
3578,2915292000
3579,2915293000
3580,2915299000
3581,2915310000
3582,2915320000
3583,2915331000
3584,2915339000
3585,2915360000
3586,2915391000
3587,2915392000
3588,2915393000
3589,2915394000
3590,2915395000
3591,2915399000
3592,2915401000
3593,2915409000
3594,2915500000
3595,2915600000
3596,2915701000
3597,29157020
3598,2915702010
3599,2915702020
3600,2915702030
3601,2915702040
3602,2915702050
3603,2915702060
3604,2915702070
3605,2915702080
3606,2915702090
3607,2915901000
3608,29159090
3609,2915909010
3610,2915909090
3611,2916111000
3612,2916119000
3613,2916121000
3614,2916122000
3615,2916123000
3616,2916124000
3617,2916129000
3618,2916131000
3619,2916139000
3620,2916141000
3621,2916149000
3622,2916151000
3623,2916152000
3624,2916153000
3625,2916160000
3626,2916190000
3627,2916201000
3628,2916202000
3629,29162090
3630,2916209010
3631,2916209090
3632,2916311000
3633,2916312000
3634,2916313000
3635,29163190
3636,2916319010
3637,2916319090
3638,2916321000
3639,2916322000
3640,2916341000
3641,2916342000
3642,2916391000
3643,29163990
3644,2916399010
3645,2916399090
3646,2917111000
3647,2917112000
3648,2917113000
3649,2917121000
3650,2917122000
3651,29171230
3652,2917123010
3653,2917123090
3654,2917131000
3655,2917132000
3656,2917140000
3657,2917191000
3658,2917192000
3659,2917193000
3660,2917194000
3661,2917195000
3662,2917199000
3663,2917200000
3664,2917321000
3665,2917329000
3666,2917331000
3667,2917332000
3668,2917341000
3669,2917342000
3670,2917343000
3671,2917349000
3672,2917350000
3673,2917361000
3674,2917369000
3675,2917370000
3676,2917391000
3677,2917392000
3678,2917393000
3679,2917399000
3680,2918111000
3681,2918112000
3682,2918113000
3683,2918120000
3684,2918131000
3685,2918132000
3686,2918140000
3687,29181510
3688,2918151010
3689,2918151090
3690,2918152000
3691,2918161000
3692,2918162000
3693,2918163000
3694,2918170000
3695,2918180000
3696,29181910
3697,2918191010
3698,2918191090
3699,29181920
3700,2918192010
3701,2918192090
3702,29181930
3703,2918193010
3704,2918193020
3705,2918193090
3706,2918199000
3707,2918211000
3708,29182120
3709,2918212010
3710,2918212090
3711,2918221000
3712,2918222000
3713,2918223000
3714,29182310
3715,2918231010
3716,2918231020
3717,2918231090
3718,2918232000
3719,2918291000
3720,29182990
3721,2918299010
3722,2918299030
3723,2918299040
3724,2918299090
3725,2918301000
3726,2918309000
3727,2918910000
3728,2918991000
3729,2918999000
3730,2919100000
3731,29199010
3732,291990101
3733,2919901011
3734,2919901019
3735,2919901020
3736,2919901090
3737,2919902000
3738,2919909000
3739,2920111000
3740,2920119000
3741,2920191000
3742,2920199000
3743,2920210000
3744,2920220000
3745,2920230000
3746,2920240000
3747,2920290000
3748,2920301000
3749,2920309000
3750,29209010
3751,2920901010
3752,2920901020
3753,2920901090
3754,2920902000
3755,2920903000
3756,29209090
3757,2920909010
3758,2920909090
3759,29211110
3760,2921111010
3761,2921111020
3762,29211120
3763,2921112010
3764,2921112020
3765,29211130
3766,2921113010
3767,2921113020
3768,2921120000
3769,2921130000
3770,2921140000
3771,2921192000
3772,29211990
3773,2921199010
3774,2921199020
3775,2921199030
3776,2921199040
3777,2921199050
3778,2921199070
3779,2921199090
3780,2921211000
3781,2921212000
3782,2921221000
3783,2921222000
3784,2921229000
3785,2921291000
3786,2921292000
3787,2921299000
3788,2921301000
3789,2921309000
3790,2921411000
3791,2921412000
3792,2921421000
3793,2921422000
3794,29214290
3795,2921429010
3796,2921429090
3797,2921431000
3798,2921432000
3799,2921433000
3800,29214390
3801,2921439010
3802,292143909
3803,2921439091
3804,2921439099
3805,2921441000
3806,2921449000
3807,2921451000
3808,29214590
3809,2921459010
3810,2921459020
3811,2921459030
3812,2921459090
3813,2921460000
3814,2921491000
3815,2921499000
3816,2921511000
3817,2921512000
3818,29215190
3819,2921519010
3820,2921519020
3821,2921519030
3822,2921519040
3823,2921519090
3824,2921591000
3825,29215990
3826,2921599010
3827,2921599020
3828,2921599030
3829,2921599040
3830,2921599050
3831,2921599090
3832,2922111000
3833,2922112000
3834,2922121000
3835,2922122000
3836,2922140000
3837,2922150000
3838,2922160000
3839,2922171000
3840,2922172000
3841,2922180000
3842,2922191000
3843,29221930
3844,2922193010
3845,2922193020
3846,2922193090
3847,2922196000
3848,2922199000
3849,2922211000
3850,2922212000
3851,2922213000
3852,2922219000
3853,2922291000
3854,29222990
3855,2922299010
3856,2922299020
3857,2922299030
3858,2922299040
3859,2922299090
3860,2922310000
3861,2922392000
3862,2922393000
3863,2922399000
3864,2922411000
3865,2922412000
3866,2922413000
3867,2922421000
3868,2922422000
3869,2922423000
3870,2922431000
3871,2922439000
3872,2922440000
3873,2922491000
3874,2922492000
3875,2922493000
3876,2922494000
3877,2922495000
3878,2922496000
3879,2922497000
3880,2922499000
3881,2922501000
3882,2922502000
3883,2922503000
3884,2922504000
3885,29225090
3886,2922509010
3887,2922509090
3888,2923101000
3889,2923102000
3890,2923201000
3891,2923202000
3892,2923300000
3893,2923400000
3894,2923900000
3895,2924110000
3896,2924121000
3897,2924122000
3898,2924123000
3899,2924191000
3900,2924192000
3901,29241990
3902,2924199010
3903,2924199090
3904,2924211000
3905,2924219000
3906,2924230000
3907,2924240000
3908,2924251000
3909,2924259000
3910,29242910
3911,2924291010
3912,2924291020
3913,2924291090
3914,2924292000
3915,29242990
3916,2924299010
3917,2924299020
3918,292429909
3919,2924299092
3920,2924299099
3921,2925111000
3922,2925112000
3923,2925120000
3924,2925191000
3925,29251990
3926,2925199010
3927,2925199090
3928,2925210000
3929,2925291000
3930,29252990
3931,2925299010
3932,2925299090
3933,2926100000
3934,2926200000
3935,2926300000
3936,2926400000
3937,2926901000
3938,2926902000
3939,29269090
3940,2926909010
3941,292690909
3942,2926909091
3943,2926909099
3944,2927001
3945,2927001100
3946,2927001900
3947,2927002
3948,2927002100
3949,29270029
3950,2927002910
3951,2927002990
3952,2927003000
3953,2928001000
3954,29280090
3955,2928009010
3956,2928009020
3957,292800909
3958,2928009091
3959,2928009099
3960,2929101000
3961,2929102000
3962,2929109000
3963,2929901000
3964,2929903000
3965,2929904000
3966,2929905000
3967,2929906000
3968,2929909000
3969,29302010
3970,2930201010
3971,2930201090
3972,29302020
3973,2930202010
3974,2930202090
3975,2930301000
3976,2930302000
3977,2930303000
3978,2930400000
3979,2930600000
3980,2930700000
3981,2930800000
3982,2930901000
3983,29309020
3984,2930902010
3985,2930902020
3986,293090209
3987,2930902091
3988,2930902099
3989,29309030
3990,2930903010
3991,2930903020
3992,2930903030
3993,2930903040
3994,29309040
3995,2930904020
3996,2930904090
3997,29309050
3998,2930905010
3999,2930905020
4000,2930905070
4001,2930905090
4002,2930906000
4003,2930907000
4004,2930908000
4005,29309090
4006,2930909010
4007,2930909020
4008,2930909030
4009,2930909040
4010,2930909050
4011,2930909060
4012,2930909070
4013,2930909080
4014,293090909
4015,2930909091
4016,2930909099
4017,2931100000
4018,2931200000
4019,2931310000
4020,2931320000
4021,2931330000
4022,2931340000
4023,2931350000
4024,2931360000
4025,2931370000
4026,2931380000
4027,2931390000
4028,29319010
4029,2931901010
4030,2931901020
4031,2931901030
4032,293190109
4033,2931901091
4034,2931901099
4035,2931902
4036,2931902100
4037,2931902200
4038,2931902300
4039,2931902400
4040,2931902500
4041,29319029
4042,293190291
4043,2931902913
4044,2931902914
4045,2931902915
4046,2931902919
4047,293190299
4048,2931902991
4049,2931902999
4050,29319030
4051,2931903010
4052,2931903090
4053,29319040
4054,2931904030
4055,2931904090
4056,29319090
4057,2931909010
4058,2931909020
4059,293190909
4060,2931909091
4061,2931909099
4062,2932110000
4063,2932120000
4064,2932131000
4065,2932132000
4066,2932140000
4067,2932191000
4068,2932199000
4069,29322010
4070,2932201010
4071,2932201020
4072,2932201030
4073,29322090
4074,2932209010
4075,2932209020
4076,2932209030
4077,2932209040
4078,2932209050
4079,2932209060
4080,2932209070
4081,2932209080
4082,293220909
4083,2932209091
4084,2932209099
4085,2932910000
4086,2932920000
4087,2932930000
4088,2932940000
4089,2932950000
4090,2932991000
4091,2932992000
4092,2932993000
4093,29329990
4094,2932999010
4095,2932999090
4096,2933111000
4097,29331190
4098,2933119010
4099,2933119030
4100,2933119040
4101,293311909
4102,2933119091
4103,2933119099
4104,2933191000
4105,29331990
4106,2933199010
4107,2933199020
4108,293319909
4109,2933199091
4110,2933199099
4111,2933211000
4112,2933212000
4113,2933291000
4114,29332990
4115,2933299010
4116,2933299090
4117,2933311000
4118,2933312000
4119,2933321000
4120,2933329000
4121,2933330000
4122,2933391000
4123,2933393000
4124,2933394000
4125,2933395000
4126,29333990
4127,2933399010
4128,2933399090
4129,2933410000
4130,2933491000
4131,29334990
4132,2933499010
4133,2933499090
4134,2933520000
4135,2933530000
4136,2933540000
4137,2933550000
4138,2933591
4139,2933591100
4140,29335919
4141,2933591910
4142,293359199
4143,2933591991
4144,2933591999
4145,29335920
4146,2933592010
4147,2933592020
4148,2933592040
4149,2933592090
4150,2933610000
4151,2933691000
4152,2933692000
4153,29336990
4154,2933699010
4155,293369909
4156,2933699091
4157,2933699099
4158,2933710000
4159,2933720000
4160,2933791000
4161,2933792000
4162,2933793000
4163,2933799000
4164,2933910000
4165,2933921000
4166,2933929000
4167,2933991000
4168,29339990
4169,2933999010
4170,2933999090
4171,2934101000
4172,29341090
4173,2934109010
4174,2934109090
4175,2934201000
4176,2934202000
4177,2934203000
4178,29342090
4179,2934209010
4180,2934209090
4181,2934301000
4182,2934309000
4183,2934910000
4184,2934991000
4185,2934992000
4186,2934993000
4187,29349990
4188,2934999010
4189,2934999090
4190,2935100000
4191,2935200000
4192,2935300000
4193,2935400000
4194,2935500000
4195,2935901000
4196,2935902000
4197,29359030
4198,2935903010
4199,2935903090
4200,29359090
4201,2935909010
4202,2935909090
4203,2936210000
4204,2936220000
4205,2936230000
4206,2936240000
4207,2936250000
4208,2936260000
4209,2936271000
4210,2936272000
4211,2936273000
4212,2936279000
4213,2936281000
4214,2936289000
4215,29362910
4216,2936291010
4217,2936291090
4218,2936292000
4219,2936293000
4220,2936294000
4221,2936295000
4222,2936299000
4223,2936901000
4224,2936909000
4225,2937111000
4226,2937119000
4227,2937120000
4228,2937191000
4229,2937199000
4230,2937211000
4231,2937212000
4232,2937213000
4233,2937214000
4234,2937220000
4235,2937230000
4236,2937292000
4237,2937299000
4238,2937501000
4239,2937502000
4240,2937509000
4241,2937901000
4242,2937902
4243,2937902100
4244,29379029
4245,2937902910
4246,2937902990
4247,2937903000
4248,2937909000
4249,2938101000
4250,2938102000
4251,2938901000
4252,2938902000
4253,2938903000
4254,2938904000
4255,2938909000
4256,2939111000
4257,2939112000
4258,2939113000
4259,2939114000
4260,2939119000
4261,2939190000
4262,2939200000
4263,2939300000
4264,2939411000
4265,2939419000
4266,2939421000
4267,2939429000
4268,2939430000
4269,2939440000
4270,2939490000
4271,2939510000
4272,2939590000
4273,2939611000
4274,2939619000
4275,2939621000
4276,2939629000
4277,2939631000
4278,2939639000
4279,2939690000
4280,2939710000
4281,2939791000
4282,2939799000
4283,29398010
4284,2939801010
4285,2939801090
4286,2939802000
4287,2939809000
4288,29400010
4289,2940001010
4290,2940001020
4291,2940001030
4292,2940001090
4293,29400020
4294,2940002010
4295,2940002090
4296,2941101000
4297,29411090
4298,2941109010
4299,2941109020
4300,2941109090
4301,2941201000
4302,2941209000
4303,2941301000
4304,2941302000
4305,2941303000
4306,2941309000
4307,2941400000
4308,2941501000
4309,2941509000
4310,2941902000
4311,29419090
4312,2941909010
4313,2941909020
4314,2941909030
4315,2941909040
4316,294190909
4317,2941909091
4318,2941909099
4319,2942001000
4320,29420090
4321,2942009010
4322,2942009090
4323,3001201000
4324,3001202000
4325,3001203000
4326,3001204000
4327,3001205000
4328,3001209000
4329,30019010
4330,3001901010
4331,3001901090
4332,30019020
4333,3001902010
4334,3001902090
4335,30019090
4336,3001909010
4337,3001909020
4338,3001909090
4339,3002110000
4340,3002121000
4341,30021290
4342,3002129010
4343,300212902
4344,3002129021
4345,3002129022
4346,3002129030
4347,3002129040
4348,3002129090
4349,3002131000
4350,3002139000
4351,3002141000
4352,3002149000
4353,3002150000
4354,3002191000
4355,3002199000
4356,3002200000
4357,3002301000
4358,3002309000
4359,3002901000
4360,3002902000
4361,30029030
4362,3002903010
4363,3002903020
4364,3002903090
4365,3002904000
4366,3002905000
4367,3002906000
4368,3002907000
4369,3002908000
4370,3002909000
4371,3003101000
4372,3003102000
4373,3003201000
4374,3003209000
4375,3003310000
4376,30033910
4377,3003391010
4378,3003391020
4379,3003395000
4380,3003397000
4381,3003398000
4382,3003399000
4383,3003410000
4384,3003420000
4385,3003430000
4386,3003491000
4387,3003499000
4388,3003600000
4389,3003901000
4390,3003909
4391,3003909100
4392,3003909200
4393,3003909300
4394,3003909400
4395,3003909500
4396,3003909900
4397,3004101000
4398,3004102000
4399,3004201000
4400,3004209
4401,3004209100
4402,3004209200
4403,3004209300
4404,3004209400
4405,3004209900
4406,3004310000
4407,3004320000
4408,30043910
4409,3004391010
4410,3004391020
4411,3004392000
4412,3004393000
4413,3004394000
4414,3004395000
4415,3004396000
4416,3004397000
4417,3004399000
4418,3004410000
4419,3004420000
4420,3004430000
4421,3004491000
4422,30044920
4423,3004492010
4424,3004492020
4425,3004492030
4426,3004493000
4427,3004499000
4428,3004501000
4429,30045020
4430,3004502010
4431,3004502090
4432,3004503000
4433,3004504000
4434,3004505000
4435,3004506000
4436,3004507000
4437,3004509000
4438,3004600000
4439,3004901000
4440,3004909
4441,3004909100
4442,3004909200
4443,3004909300
4444,3004909400
4445,3004909500
4446,3004909900
4447,3005101000
4448,3005109000
4449,3005901000
4450,3005902000
4451,3005903000
4452,3005904000
4453,3005909000
4454,30061010
4455,3006101010
4456,3006101020
4457,3006102000
4458,3006103000
4459,3006104000
4460,30061050
4461,3006105010
4462,3006105020
4463,3006105090
4464,3006200000
4465,3006301000
4466,3006302000
4467,3006401000
4468,3006402000
4469,3006403000
4470,3006500000
4471,3006600000
4472,3006700000
4473,3006910000
4474,30069210
4475,3006921010
4476,3006921090
4477,30069220
4478,3006922010
4479,3006922020
4480,300692203
4481,3006922031
4482,3006922032
4483,3006922090
4484,3006923000
4485,3006924000
4486,3006925000
4487,31010010
4488,3101001010
4489,3101001090
4490,3101002000
4491,3101003000
4492,3102101000
4493,3102109000
4494,3102210000
4495,3102291000
4496,3102292000
4497,3102300000
4498,3102400000
4499,3102501000
4500,3102509000
4501,3102600000
4502,3102800000
4503,3102901000
4504,3102909000
4505,3103110000
4506,3103190000
4507,3103901000
4508,3103902000
4509,3103903000
4510,3103904000
4511,3103909000
4512,3104200000
4513,3104301000
4514,3104309000
4515,31049010
4516,3104901010
4517,3104901090
4518,3104909000
4519,3105100000
4520,3105200000
4521,3105300000
4522,3105400000
4523,3105510000
4524,3105590000
4525,3105600000
4526,3105901000
4527,3105909000
4528,3201100000
4529,3201200000
4530,32019010
4531,3201901010
4532,3201901020
4533,3201901040
4534,3201901090
4535,3201902000
4536,3201903000
4537,3201904000
4538,3202101000
4539,3202102000
4540,3202103000
4541,3202109000
4542,3202901000
4543,3202902000
4544,3202909000
4545,3203001
4546,3203001100
4547,32030019
4548,3203001910
4549,3203001930
4550,3203001990
4551,32030020
4552,3203002010
4553,3203002030
4554,3203002090
4555,3203003000
4556,3204111000
4557,3204119000
4558,3204121000
4559,3204122000
4560,3204130000
4561,3204140000
4562,3204150000
4563,3204160000
4564,3204170000
4565,3204191000
4566,3204192000
4567,3204193000
4568,3204199000
4569,3204200000
4570,32049010
4571,3204901010
4572,3204901090
4573,3204909000
4574,3205001000
4575,3205009000
4576,3206110000
4577,3206190000
4578,3206200000
4579,3206411000
4580,3206419000
4581,3206421000
4582,3206429000
4583,3206491000
4584,3206492000
4585,3206493000
4586,3206494000
4587,3206495000
4588,3206496000
4589,3206499000
4590,3206500000
4591,3207100000
4592,3207201000
4593,3207202000
4594,3207209000
4595,3207301000
4596,3207302000
4597,3207303000
4598,3207304000
4599,3207309000
4600,3207400000
4601,32081010
4602,3208101010
4603,3208101090
4604,3208102000
4605,3208103000
4606,32082010
4607,320820101
4608,3208201011
4609,3208201019
4610,3208201020
4611,3208201030
4612,32082020
4613,320820201
4614,3208202011
4615,3208202019
4616,3208202020
4617,3208202030
4618,32089010
4619,320890101
4620,3208901011
4621,3208901019
4622,3208901020
4623,3208901030
4624,32089090
4625,320890901
4626,3208909011
4627,3208909019
4628,3208909020
4629,3208909030
4630,32091010
4631,320910101
4632,3209101011
4633,3209101019
4634,3209101020
4635,32091020
4636,3209102010
4637,3209102020
4638,32099010
4639,320990101
4640,3209901011
4641,3209901019
4642,3209901020
4643,32099090
4644,320990901
4645,3209909011
4646,3209909019
4647,3209909020
4648,32100010
4649,321000101
4650,3210001011
4651,3210001019
4652,321000109
4653,3210001091
4654,3210001099
4655,32100020
4656,3210002010
4657,3210002020
4658,3210002030
4659,3210002040
4660,32100030
4661,3210003010
4662,3210003090
4663,3211000000
4664,3212100000
4665,3212901000
4666,3212909000
4667,3213101000
4668,3213102000
4669,3213109000
4670,3213901000
4671,3213902000
4672,3213909000
4673,32141010
4674,3214101060
4675,3214101080
4676,3214101090
4677,3214102000
4678,3214109000
4679,3214900000
4680,3215110000
4681,3215190000
4682,3215901000
4683,3215902000
4684,3215903000
4685,32159040
4686,3215904010
4687,3215904020
4688,3215904030
4689,3215905000
4690,32159060
4691,3215906010
4692,3215906020
4693,3215906030
4694,3215909000
4695,3301120000
4696,3301130000
4697,3301190000
4698,3301240000
4699,3301250000
4700,3301291000
4701,3301292000
4702,3301293000
4703,3301294000
4704,3301299000
4705,3301300000
4706,3301901000
4707,3301902000
4708,3301903000
4709,3301904
4710,3301904100
4711,3301904200
4712,3301904300
4713,3301904400
4714,33019045
4715,3301904510
4716,3301904520
4717,3301904530
4718,3301904600
4719,3301904700
4720,3301904800
4721,3302101000
4722,33021020
4723,330210201
4724,3302102011
4725,3302102019
4726,3302102090
4727,3302900000
4728,3303001000
4729,3303002000
4730,3304101000
4731,3304109000
4732,3304201000
4733,3304209000
4734,3304301000
4735,3304309000
4736,3304911000
4737,3304912000
4738,3304919000
4739,3304991000
4740,3304992000
4741,3304993000
4742,3304999000
4743,3305100000
4744,3305200000
4745,3305300000
4746,3305901000
4747,3305902000
4748,3305909000
4749,3306100000
4750,33062010
4751,330620101
4752,3306201011
4753,3306201019
4754,3306201020
4755,3306209000
4756,3306901000
4757,3306902000
4758,3307101000
4759,3307109000
4760,3307200000
4761,3307301000
4762,3307302000
4763,3307410000
4764,3307490000
4765,3307901000
4766,3307902000
4767,3307903000
4768,3307904000
4769,3307909000
4770,3401111000
4771,3401119000
4772,34011910
4773,3401191010
4774,3401191090
4775,3401192000
4776,3401200000
4777,3401300000
4778,3402110000
4779,3402120000
4780,3402131000
4781,3402139000
4782,3402190000
4783,3402201000
4784,3402202000
4785,3402209000
4786,3402901000
4787,3402902000
4788,3402903000
4789,3403111000
4790,3403112000
4791,3403119000
4792,3403191000
4793,3403192000
4794,3403193000
4795,3403194000
4796,3403195000
4797,3403199000
4798,3403911000
4799,3403912000
4800,3403919000
4801,3403991000
4802,3403992000
4803,3403999000
4804,3404200000
4805,34049010
4806,3404901010
4807,3404901030
4808,3404901040
4809,3404901090
4810,3404902000
4811,3405100000
4812,3405200000
4813,3405300000
4814,3405400000
4815,34059010
4816,3405901010
4817,3405901020
4818,3405901030
4819,3405901090
4820,3405909000
4821,3406000000
4822,3407001000
4823,3407002000
4824,3407003000
4825,3501101000
4826,3501109000
4827,3501901
4828,35019011
4829,3501901110
4830,3501901190
4831,3501901200
4832,3501902000
4833,3502110000
4834,3502190000
4835,3502200000
4836,3502901000
4837,3502909000
4838,35030010
4839,3503001010
4840,3503001020
4841,3503002000
4842,3503003000
4843,35040010
4844,3504001010
4845,3504001020
4846,35040020
4847,3504002010
4848,3504002020
4849,3504002030
4850,3504002090
4851,3504003000
4852,3505101000
4853,3505102000
4854,3505103000
4855,35051040
4856,3505104010
4857,3505104090
4858,35051050
4859,3505105010
4860,3505105090
4861,35051090
4862,3505109010
4863,3505109090
4864,3505201000
4865,3505202000
4866,3505209000
4867,3506101000
4868,3506102000
4869,3506109000
4870,3506911000
4871,3506919000
4872,3506991000
4873,3506992000
4874,3506993000
4875,3506999000
4876,3507100000
4877,35079010
4878,3507901010
4879,3507901020
4880,3507901030
4881,3507901040
4882,3507901090
4883,3507902000
4884,3507903000
4885,35079040
4886,3507904010
4887,3507904020
4888,3507904030
4889,35079060
4890,3507906010
4891,3507906020
4892,3507907000
4893,3507909000
4894,3601001000
4895,3601002000
4896,3602000000
4897,3603001000
4898,3603002000
4899,3603003000
4900,3603004000
4901,3603005000
4902,3604100000
4903,3604901000
4904,3604909000
4905,3605001000
4906,3605009000
4907,3606100000
4908,36069010
4909,3606901010
4910,3606901020
4911,3606901030
4912,3606901090
4913,36069020
4914,3606902010
4915,3606902090
4916,36069090
4917,3606909010
4918,3606909090
4919,3701100000
4920,3701200000
4921,3701301000
4922,3701309
4923,3701309100
4924,3701309200
4925,37013099
4926,3701309930
4927,3701309990
4928,3701911000
4929,3701919
4930,3701919100
4931,3701919200
4932,3701919900
4933,3701991000
4934,3701999
4935,3701999100
4936,3701999200
4937,37019999
4938,3701999920
4939,3701999990
4940,3702100000
4941,3702311
4942,37023111
4943,3702311110
4944,3702311120
4945,37023112
4946,3702311210
4947,3702311220
4948,37023119
4949,3702311910
4950,3702311920
4951,3702312000
4952,3702313000
4953,3702319000
4954,3702321
4955,37023211
4956,3702321110
4957,3702321120
4958,37023212
4959,3702321210
4960,3702321220
4961,37023219
4962,3702321910
4963,3702321920
4964,3702322000
4965,3702323000
4966,37023290
4967,3702329030
4968,3702329090
4969,3702391
4970,37023911
4971,3702391110
4972,3702391120
4973,37023912
4974,3702391210
4975,3702391220
4976,37023919
4977,3702391910
4978,3702391920
4979,3702392000
4980,3702393000
4981,3702399000
4982,3702411000
4983,3702419000
4984,3702421000
4985,3702422000
4986,3702423000
4987,3702429000
4988,37024310
4989,3702431010
4990,3702431020
4991,3702432000
4992,3702433000
4993,3702439000
4994,37024410
4995,3702441010
4996,3702441020
4997,3702442000
4998,3702443000
4999,37024490
5000,3702449020
5001,3702449090
5002,37025210
5003,3702521010
5004,3702521020
5005,3702523000
5006,3702529000
5007,3702530000
5008,37025410
5009,3702541010
5010,3702541020
5011,3702542000
5012,3702543000
5013,37025490
5014,3702549010
5015,3702549090
5016,37025510
5017,3702551010
5018,3702551020
5019,3702553000
5020,3702559000
5021,37025610
5022,3702561010
5023,3702561020
5024,3702562000
5025,3702569000
5026,37029610
5027,3702961010
5028,3702961020
5029,3702963000
5030,3702969000
5031,37029710
5032,3702971010
5033,3702971020
5034,3702973000
5035,37029790
5036,3702979010
5037,3702979090
5038,37029810
5039,3702981010
5040,3702981020
5041,3702982000
5042,3702983000
5043,3702989000
5044,37031010
5045,3703101030
5046,3703101040
5047,3703101090
5048,37031090
5049,3703109030
5050,3703109090
5051,3703201000
5052,3703203000
5053,3703204000
5054,3703209000
5055,3703901000
5056,3703903000
5057,3703904000
5058,3703909000
5059,3704001
5060,3704001100
5061,3704001200
5062,3704001300
5063,3704001900
5064,3704002000
5065,37050010
5066,3705001010
5067,3705001090
5068,37050090
5069,3705009010
5070,3705009090
5071,3706101000
5072,3706102000
5073,37061030
5074,3706103010
5075,3706103020
5076,3706103030
5077,3706104000
5078,37061050
5079,3706105010
5080,3706105020
5081,37061060
5082,3706106010
5083,3706106020
5084,3706901000
5085,3706902000
5086,37069030
5087,3706903010
5088,3706903020
5089,3706903030
5090,3706904000
5091,37069050
5092,3706905010
5093,3706905020
5094,37069060
5095,3706906010
5096,3706906020
5097,3707100000
5098,37079010
5099,3707901010
5100,3707901020
5101,3707901090
5102,3707902
5103,3707902100
5104,37079029
5105,3707902910
5106,3707902920
5107,3707902990
5108,3707903
5109,3707903100
5110,37079039
5111,3707903910
5112,3707903920
5113,3707903990
5114,3707909
5115,3707909100
5116,3707909200
5117,3707909300
5118,3707909400
5119,3707909900
5120,3801101000
5121,3801109000
5122,3801200000
5123,3801300000
5124,3801900000
5125,3802100000
5126,38029010
5127,3802901010
5128,3802901020
5129,3802901090
5130,3802902000
5131,3803000000
5132,3804001000
5133,3804009000
5134,3805101000
5135,3805102000
5136,3805103000
5137,3805900000
5138,3806101000
5139,3806102000
5140,3806201000
5141,3806202000
5142,3806209000
5143,3806300000
5144,3806903000
5145,3806909000
5146,3807001000
5147,3807002000
5148,3807003000
5149,38070090
5150,3807009010
5151,3807009090
